Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,Intraday_Return,Overnight_Return,SMA_5,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,BB_Position,ATR,True_Range,Close_Lag_1,Close_Lag_2,Close_Lag_3,Volume_Lag_1,Return_Lag_1,Return_Lag_2,Close_Rolling_Mean_20,Close_Rolling_Std_20,Volume_Rolling_Mean_20,Volatility_20D,Price_Change_1D,Price_Change_Pct_1D,Price_vs_SMA20,Price_vs_SMA50,Volume_vs_MA,Price_Momentum_5D,Volume_Momentum_3D,DayOfWeek,Month,Quarter,Year
2022-08-01,6740.87736328125,6878.4462890625,6740.87736328125,6878.4462890625,104841600,0.01333330209899053,0.013245195926655554,0.020408163265306135,0.013333302098990436,7043.5287109375,7238.417919921875,7516.3071875,7886.635478515625,6878.4462890625,6878.4462890625,0.0,0.0,0.0,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,137.56892578125007,6878.4462890625,6878.4462890625,6878.4462890625,104841600.0,0.01333330209899053,0.01333330209899053,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,91.71240234375,0.013333302098990436,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.5663725086225315,0,8,3,2022
2022-08-02,6970.15869140625,6993.086844996403,6878.446077045642,6970.15869140625,106466900,0.01333330209899053,0.013245195926655554,0.0,0.013333302098990436,7043.5287109375,7238.417919921875,7516.3071875,7886.635478515625,6928.123840332031,6926.066190279447,2.0576500525839947,1.1431389181022193,0.9145111344817753,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,114.64076795076107,6878.4462890625,6878.4462890625,6878.4462890625,104841600.0,0.01333330209899053,0.01333330209899053,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,91.71240234375,0.013333302098990436,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.5663725086225315,1,8,3,2022
2022-08-03,6993.08642578125,6993.08642578125,6947.230121349898,6993.08642578125,60170600,0.0032894135399339497,0.0032840152541059016,0.0,0.003289413539933947,7043.5287109375,7238.417919921875,7516.3071875,7886.635478515625,6953.478752435768,6950.145910181277,3.33284225449097,2.0405583182615428,1.2922839362294272,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,45.85630443135233,6970.15869140625,6878.4462890625,6878.4462890625,106466900.0,0.01333330209899053,0.01333330209899053,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,22.927734375,0.003289413539933947,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.5663725086225315,2,8,3,2022
2022-08-04,7038.943215394632,7153.583984375,7016.015061598558,7153.583984375,164221000,0.02295089018234453,0.022691480130321823,0.016286644951140006,0.006557446429422443,7043.5287109375,7238.417919921875,7516.3071875,7886.635478515625,7016.644153954518,7007.018305567526,9.625848386991493,4.610101024470874,5.015747362520618,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,160.49755859375,6993.08642578125,6970.15869140625,6878.4462890625,60170600.0,0.0032894135399339497,0.01333330209899053,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,160.49755859375,0.022950890182344575,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.5663725086225315,3,8,3,2022
2022-08-05,7176.511858258928,7222.3681640625,7084.799246651785,7222.3681640625,118734200,0.00961534523642138,0.009569412012224455,0.006389776357827494,0.003205089076190055,7043.5287109375,7238.417919921875,7516.3071875,7886.635478515625,7072.538632248047,7056.958825984306,15.579806263741375,7.873340326966858,7.706465936774517,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,137.56891741071468,7153.583984375,6993.08642578125,6970.15869140625,164221000.0,0.02295089018234453,0.0032894135399339497,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,68.7841796875,0.009615345236421319,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.11522172618907844,4,8,3,2022
2022-08-08,7222.3681640625,7268.224469866072,7107.727399553572,7222.3681640625,84328900,0.0,0.0,0.0,0.0,7112.3130859375,7238.417919921875,7516.3071875,7886.635478515625,7108.955090981337,7090.088997143815,18.866093837522385,10.852987713599353,8.013106123923032,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,160.4970703125,7222.3681640625,7153.583984375,6993.08642578125,118734200.0,0.00961534523642138,0.02295089018234453,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,0.0,0.0,1.03262600971262,1.012750783889346,0.6441284904869049,0.049999936111571275,0.4014967442571622,0,8,3,2022
2022-08-09,7222.368233596222,7314.080846086333,7222.368233596222,7245.29638671875,92875800,0.00317461283271836,0.0031695843888305338,0.0031746031746032,9.627551593383906e-09,7167.340625,7238.417919921875,7516.3071875,7886.635478515625,7139.3791741033465,7117.691826805938,21.68734729740845,13.5948750898488,8.09247220755965,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,91.71268202383271,7222.3681640625,7222.3681640625,7153.583984375,84328900.0,0.0,0.00961534523642138,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,22.92822265625,0.0031746128327184496,1.03262600971262,1.012750783889346,0.6441284904869049,0.03947366301024502,-0.43444626448505363,1,8,3,2022
2022-08-10,7153.583774228639,7245.29638671875,7084.799314861056,7245.29638671875,104376300,0.0,0.0,0.012820512820512796,-0.012658227848101241,7217.7826171875,7238.417919921875,7516.3071875,7886.635478515625,7161.482463862941,7138.252083235247,23.230380627694103,15.91046826631483,7.319912361379274,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,160.4970718576942,7245.29638671875,7222.3681640625,7222.3681640625,92875800.0,0.00317461283271836,0.0,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,0.0,0.0,1.03262600971262,1.012750783889346,0.6441284904869049,0.03606561474883008,-0.12092472093129025,2,8,3,2022
2022-08-11,7199.439735652515,7291.15234375,7176.511583628144,7291.15234375,73204700,0.006329065725359184,0.0063091212977085505,0.012738853503184804,-0.006329161516469374,7245.2962890625,7238.417919921875,7516.3071875,7886.635478515625,7187.135781441278,7160.915258453324,26.2205229879537,18.292142055458633,7.928380932495067,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,114.64076012185615,7245.29638671875,7245.29638671875,7222.3681640625,104376300.0,0.0,0.00317461283271836,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,45.85595703125,0.006329065725359131,1.03262600971262,1.012750783889346,0.6441284904869049,0.019230690472842538,-0.1319144445142768,3,8,3,2022
2022-08-12,7268.22509765625,7314.081407420643,7199.440633009661,7268.22509765625,59381200,-0.003144529837372456,-0.003149484260268156,0.0,-0.0031445298373724575,7254.46767578125,7238.417919921875,7516.3071875,7886.635478515625,7202.5021753491055,7175.722971850155,26.779203498950665,20.193736492041516,6.585467006909148,80.76933473014802,7527.712653668581,7238.417919921875,6949.123186175169,0.9081662502127452,121.19170598048802,114.64077441098198,7291.15234375,7245.29638671875,7245.29638671875,73204700.0,0.006329065725359184,0.0,7238.417919921875,144.6473668733531,89674810.0,0.009526555719731832,-22.92724609375,-0.0031445298373724575,1.03262600971262,1.012750783889346,0.6441284904869049,0.006349293272243761,-0.36063861630263216,4,8,3,2022
